pokedex_number,name,generation,genus,type1,type2,base_happiness,height_m,weight_kg,hp,attack,defense,special-attack,special-defense,speed,abilities,evolves_from,pokedex_entry
747,Mareanie,VII,Brutal Star Pokémon,Poison,Water,70,0.4,8.0,50,53,62,43,52,45,"Merciless, Limber, Regenerator",,The first symptom of its sting is numbness. The next is an itching sensation so intense that it’s impossible to resist the urge to claw at your skin.
748,Toxapex,VII,Brutal Star Pokémon,Poison,Water,70,0.7,14.5,50,63,152,53,142,35,"Merciless, Limber, Regenerator",Mareanie,"To survive in the cold waters of Galar, this Pokémon forms a dome with its legs, enclosing its body so it can capture its own body heat."
749,Mudbray,VII,Donkey Pokémon,Ground,,70,1.0,110.0,70,100,70,45,55,45,"Own Tempo, Stamina, Inner Focus",,Loads weighing up to 50 times as much as its own body weight pose no issue for this Pokémon. It’s skilled at making use of mud.
750,Mudsdale,VII,Draft Horse Pokémon,Ground,,70,2.5,920.0,100,125,100,55,85,35,"Own Tempo, Stamina, Inner Focus",Mudbray,Mud that hardens around a Mudsdale’s legs sets harder than stone. It’s so hard that it allows this Pokémon to scrap a truck with a single kick.
751,Dewpider,VII,Water Bubble Pokémon,Water,Bug,70,0.3,4.0,38,40,52,40,72,27,"Water Bubble, Water Absorb",,It forms a water bubble at the rear of its body and then covers its head with it. Meeting another Dewpider means comparing water-bubble sizes.
752,Araquanid,VII,Water Bubble Pokémon,Water,Bug,70,1.8,82.0,68,70,92,50,132,42,"Water Bubble, Water Absorb",Dewpider,"It launches water bubbles with its legs, drowning prey within the bubbles. This Pokémon can then take its time to savor its meal."
753,Fomantis,VII,Sickle Grass Pokémon,Grass,,70,0.3,1.5,40,55,35,50,35,35,"Leaf Guard, Contrary",,"When bathed in sunlight, this Pokémon emits a pleasantly sweet scent, which causes bug Pokémon to gather around it."
754,Lurantis,VII,Bloom Sickle Pokémon,Grass,,70,0.9,18.5,70,105,90,80,90,45,"Leaf Guard, Contrary",Fomantis,"This Pokémon resembles a beautiful flower. A properly raised Lurantis will have gorgeous, brilliant colors."
755,Morelull,VII,Illuminating Pokémon,Grass,Fairy,70,0.2,1.5,40,35,55,65,75,15,"Illuminate, Effect Spore, Rain Dish",,Pokémon living in the forest eat the delicious caps on Morelull’s head. The caps regrow overnight.
756,Shiinotic,VII,Illuminating Pokémon,Grass,Fairy,70,1.0,11.5,60,45,80,90,100,30,"Illuminate, Effect Spore, Rain Dish",Morelull,"Its flickering spores lure in prey and put them to sleep. Once this Pokémon has its prey snoozing, it drains their vitality with its fingertips."
757,Salandit,VII,Toxic Lizard Pokémon,Poison,Fire,70,0.6,4.8,48,44,40,71,40,77,"Corrosion, Oblivious",,Its venom sacs produce a fluid that this Pokémon then heats up with the flame in its tail. This process creates Salandit’s poisonous gas.
758,Salazzle,VII,Toxic Lizard Pokémon,Poison,Fire,70,1.2,22.2,68,64,60,111,60,117,"Corrosion, Oblivious",Salandit,Only female Salazzle exist. They emit a gas laden with pheromones to captivate male Salandit.
759,Stufful,VII,Flailing Pokémon,Normal,Fighting,70,0.5,6.8,70,75,50,45,50,50,"Fluffy, Klutz, Cute Charm",,"Its fluffy fur is a delight to pet, but carelessly reaching out to touch this Pokémon could result in painful retaliation."
760,Bewear,VII,Strong Arm Pokémon,Normal,Fighting,70,2.1,135.0,120,125,80,55,60,60,"Fluffy, Klutz, Unnerve",Stufful,"Once it accepts you as a friend, it tries to show its affection with a hug. Letting it do that is dangerous—it could easily shatter your bones."
761,Bounsweet,VII,Fruit Pokémon,Grass,,70,0.3,3.2,42,30,38,30,38,32,"Leaf Guard, Oblivious, Sweet Veil",,"Its body gives off a sweet, fruity scent that is extremely appetizing to bird Pokémon."
762,Steenee,VII,Fruit Pokémon,Grass,,70,0.7,8.2,52,40,48,40,48,62,"Leaf Guard, Oblivious, Sweet Veil",Bounsweet,"As it twirls like a dancer, a sweet smell spreads out around it. Anyone who inhales the scent will feel a surge of happiness."
763,Tsareena,VII,Fruit Pokémon,Grass,,70,1.2,21.4,72,120,98,50,98,72,"Leaf Guard, Queenly Majesty, Sweet Veil",Steenee,"This feared Pokémon has long, slender legs and a cruel heart. It shows no mercy as it stomps on its opponents."
764,Comfey,VII,Posy Picker Pokémon,Fairy,,70,0.1,0.3,51,52,90,82,110,100,"Flower Veil, Triage, Natural Cure",,"Comfey picks flowers with its vine and decorates itself with them. For some reason, flowers won’t wither once they’re attached to a Comfey."
765,Oranguru,VII,Sage Pokémon,Normal,Psychic,70,1.5,76.0,90,60,80,90,110,60,"Inner Focus, Telepathy, Symbiosis",,With waves of its fan—made from leaves and its own fur—Oranguru skillfully gives instructions to other Pokémon.
766,Passimian,VII,Teamwork Pokémon,Fighting,,70,2.0,82.8,100,120,90,40,60,80,"Receiver, Defiant",,"Displaying amazing teamwork, they follow the orders of their boss as they all help out in the search for their favorite berries."
767,Wimpod,VII,Turn Tail Pokémon,Bug,Water,70,0.5,12.0,25,35,40,20,30,80,Wimp Out,,"It’s nature’s cleaner—it eats anything and everything, including garbage and rotten things. The ground near its nest is always clean."
768,Golisopod,VII,Hard Scale Pokémon,Bug,Water,70,2.0,108.0,75,125,140,60,90,40,Emergency Exit,Wimpod,"It will do anything to win, taking advantage of every opening and finishing opponents off with the small claws on its front legs."
769,Sandygast,VII,Sand Heap Pokémon,Ghost,Ground,70,0.5,70.0,55,55,80,70,45,15,"Water Compaction, Sand Veil",,Grudges of the dead have possessed a mound of sand and become a Pokémon. Sandygast is fond of the shovel on its head.
770,Palossand,VII,Sand Castle Pokémon,Ghost,Ground,70,1.3,250.0,85,75,110,100,75,35,"Water Compaction, Sand Veil",Sandygast,"Palossand is known as the Beach Nightmare. It pulls its prey down into the sand by controlling the sand itself, and then it sucks out their souls."
771,Pyukumuku,VII,Sea Cucumber Pokémon,Water,,70,0.3,1.2,55,60,130,30,130,5,"Innards Out, Unaware",,"It lives in warm, shallow waters. If it encounters a foe, it will spit out its internal organs as a means to punch them."
772,Type Null,VII,Synthetic Pokémon,Normal,,0,1.9,120.5,95,95,95,95,95,59,Battle Armor,,Rumor has it that the theft of top-secret research notes led to a new instance of this Pokémon being created in the Galar region.
773,Silvally,VII,Synthetic Pokémon,Normal,,0,2.3,100.5,95,95,95,95,95,95,Rks System,Type-null,A solid bond of trust between this Pokémon and its Trainer awakened the strength hidden within Silvally. It can change its type at will.
774,Minior Red Meteor,VII,Meteor Pokémon,Rock,Flying,70,0.3,40.0,60,60,100,60,100,60,Shields Down,,"Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy."
775,Komala,VII,Drowsing Pokémon,Normal,,70,0.4,19.9,65,115,65,75,95,65,Comatose,,"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams."
776,Turtonator,VII,Blast Turtle Pokémon,Fire,Dragon,70,2.0,212.0,60,78,135,91,85,36,Shell Armor,,Explosive substances coat the shell on its back. Enemies that dare attack it will be blown away by an immense detonation.
777,Togedemaru,VII,Roly-Poly Pokémon,Electric,Steel,70,0.3,3.3,65,98,63,40,73,96,"Iron Barbs, Lightning Rod, Sturdy",,"With the long hairs on its back, this Pokémon takes in electricity from other electric Pokémon. It stores what it absorbs in an electric sac."
778,Mimikyu Disguised,VII,Disguise Pokémon,Ghost,Fairy,70,0.2,0.7,55,90,80,50,105,96,Disguise,,"It wears a rag fashioned into a Pikachu costume in an effort to look less scary. Unfortunately, the costume only makes it creepier."
779,Bruxish,VII,Gnash Teeth Pokémon,Water,Psychic,70,0.9,19.0,68,105,70,70,70,92,"Dazzling, Strong Jaw, Wonder Skin",,"When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area."
780,Drampa,VII,Placid Pokémon,Normal,Dragon,70,3.0,185.0,78,60,85,135,91,36,"Berserk, Sap Sipper, Cloud Nine",,"The mountains it calls home are nearly two miles in height. On rare occasions, it descends to play with the children living in the towns below."
781,Dhelmise,VII,Sea Creeper Pokémon,Ghost,Grass,70,3.9,210.0,70,131,100,86,90,40,Steelworker,,"After a piece of seaweed merged with debris from a sunken ship, it was reborn as this ghost Pokémon."
782,Jangmo O,VII,Scaly Pokémon,Dragon,,70,0.6,29.7,45,55,65,45,45,45,"Bulletproof, Soundproof, Overcoat",,They learn to fight by smashing their head scales together. The dueling strengthens both their skills and their spirits.
783,Hakamo O,VII,Scaly Pokémon,Dragon,Fighting,70,1.2,47.0,55,75,90,65,70,65,"Bulletproof, Soundproof, Overcoat",Jangmo-o,"The scaleless, scarred parts of its body are signs of its strength. It shows them off to defeated opponents."
784,Kommo O,VII,Scaly Pokémon,Dragon,Fighting,70,1.6,78.2,75,110,125,100,105,85,"Bulletproof, Soundproof, Overcoat",Hakamo-o,It clatters its tail scales to unnerve opponents. This Pokémon will battle only those who stand steadfast in the face of this display.
785,Tapu Koko,VII,Land Spirit Pokémon,Electric,Fairy,70,1.8,20.5,70,115,85,95,75,130,"Electric Surge, Telepathy",,This guardian deity of Melemele is brimming with curiosity. It summons thunderclouds and stores their lightning inside its body.
786,Tapu Lele,VII,Land Spirit Pokémon,Psychic,Fairy,70,1.2,18.6,70,85,75,130,115,95,"Psychic Surge, Telepathy",,This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy.
787,Tapu Bulu,VII,Land Spirit Pokémon,Grass,Fairy,70,1.9,45.5,70,130,115,85,95,75,"Grassy Surge, Telepathy",,"It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth."
788,Tapu Fini,VII,Land Spirit Pokémon,Water,Fairy,70,1.3,21.2,70,75,115,95,130,85,"Misty Surge, Telepathy",,The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy.
789,Cosmog,VII,Nebula Pokémon,Psychic,,0,0.2,0.1,43,29,31,29,31,37,Unaware,,This Pokémon came from another universe. Its gaseous body is so light that even a gentle breeze can blow it away.
790,Cosmoem,VII,Protostar Pokémon,Psychic,,0,0.1,999.9,43,29,131,29,131,37,Sturdy,Cosmog,The absorption of starlight fuels this Pokémon’s growth. The shell that encases it is harder than any known material.
791,Solgaleo,VII,Sunne Pokémon,Psychic,Steel,0,3.4,230.0,137,137,107,113,89,97,Full Metal Body,Cosmoem,"When light radiates from its body, this Pokémon could almost appear to be the sun. It will dispel any darkness and light up the world."
792,Lunala,VII,Moone Pokémon,Psychic,Ghost,0,4.0,120.0,137,113,89,137,107,97,Shadow Shield,Cosmoem,"Known as the Beast That Calls the Moon, this Pokémon lives by taking in any and all light and converting it into its own energy."
793,Nihilego,VII,Parasite Pokémon,Rock,Poison,0,1.2,55.5,109,53,47,127,131,103,Beast Boost,,One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent.
794,Buzzwole,VII,Swollen Pokémon,Bug,Fighting,0,2.4,333.6,107,139,139,53,53,79,Beast Boost,,"This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear."
795,Pheromosa,VII,Lissome Pokémon,Bug,Fighting,0,1.8,25.0,71,137,37,137,37,151,Beast Boost,,"One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds."
796,Xurkitree,VII,Glowing Pokémon,Electric,,0,3.8,100.0,83,89,71,173,71,83,Beast Boost,,"One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses."
797,Celesteela,VII,Launch Pokémon,Steel,Flying,0,9.2,999.9,97,101,103,107,101,61,Beast Boost,,It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed.
798,Kartana,VII,Drawn Sword Pokémon,Grass,Steel,0,0.3,0.1,59,181,131,59,31,109,Beast Boost,,"This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself."
799,Guzzlord,VII,Junkivore Pokémon,Dark,Dragon,0,5.5,888.0,223,101,53,97,53,43,Beast Boost,,"It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts."
800,Necrozma,VII,Prism Pokémon,Psychic,,0,2.4,230.0,97,107,101,127,89,79,Prism Armor,,"It survives by absorbing light. After a long time spent slumbering underground, impurities accumulated within it, causing its body to darken."
801,Magearna,VII,Artificial Pokémon,Steel,Fairy,0,1.0,80.5,80,95,115,130,115,65,Soul Heart,,"This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak."
802,Marshadow,VII,Gloomdweller Pokémon,Fighting,Ghost,0,0.7,22.2,90,125,80,90,90,125,Technician,,"By slipping into the shadow of a martial arts master and copying their movements, this Pokémon learned the ultimate techniques."
803,Poipole,VII,Poison Pin Pokémon,Poison,,0,0.6,1.8,67,73,67,73,67,73,Beast Boost,,No recent English description found.
804,Naganadel,VII,Poison Pin Pokémon,Poison,Dragon,0,3.6,150.0,73,73,73,127,73,121,Beast Boost,Poipole,No recent English description found.
805,Stakataka,VII,Rampart Pokémon,Rock,Steel,0,5.5,820.0,61,131,211,53,101,13,Beast Boost,,No recent English description found.
806,Blacephalon,VII,Fireworks Pokémon,Fire,Ghost,0,1.8,13.0,53,127,53,151,79,107,Beast Boost,,No recent English description found.
807,Zeraora,VII,Thunderclap Pokémon,Electric,,0,1.5,44.5,88,112,75,102,80,143,Volt Absorb,,"It runs as fast as lightning strikes, shredding its opponents with its high-voltage claws."
808,Meltan,VII,Hex Nut Pokémon,Steel,,0,0.2,8.0,46,65,65,55,35,34,Magnet Pull,,It dissolves and eats metal. Circulating liquid metal within its body is how it generates energy.
809,Melmetal,VII,Hex Nut Pokémon,Steel,,0,2.5,800.0,135,143,143,80,65,34,Iron Fist,Meltan,"At the end of its life-span, Melmetal will rust and fall apart. The small shards left behind will eventually be reborn as Meltan."
810,Grookey,VIII,Chimp Pokémon,Grass,,50,0.3,5.0,50,65,50,40,40,65,"Overgrow, Grassy Surge",,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area."
811,Thwackey,VIII,Beat Pokémon,Grass,,50,0.7,14.0,70,85,70,55,60,80,"Overgrow, Grassy Surge",Grookey,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers."
812,Rillaboom,VIII,Drummer Pokémon,Grass,,50,2.1,90.0,100,125,90,60,70,85,"Overgrow, Grassy Surge",Thwackey,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle."
813,Scorbunny,VIII,Rabbit Pokémon,Fire,,50,0.3,4.5,50,71,40,40,40,69,"Blaze, Libero",,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power."
814,Raboot,VIII,Rabbit Pokémon,Fire,,50,0.6,9.0,65,86,60,55,60,94,"Blaze, Libero",Scorbunny,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.
815,Cinderace,VIII,Striker Pokémon,Fire,,50,1.4,33.0,80,116,75,65,75,119,"Blaze, Libero",Raboot,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched."
816,Sobble,VIII,Water Lizard Pokémon,Water,,50,0.3,4.0,50,40,40,70,40,70,"Torrent, Sniper",,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping."
817,Drizzile,VIII,Water Lizard Pokémon,Water,,50,0.7,11.5,65,60,55,95,55,90,"Torrent, Sniper",Sobble,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms."
818,Inteleon,VIII,Secret Agent Pokémon,Water,,50,1.9,45.2,70,85,65,125,65,120,"Torrent, Sniper",Drizzile,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air."
819,Skwovet,VIII,Cheeky Pokémon,Normal,,50,0.3,2.5,70,55,55,35,35,25,"Cheek Pouch, Gluttony",,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries."
820,Greedent,VIII,Greedy Pokémon,Normal,,50,0.6,6.0,120,95,95,55,75,20,"Cheek Pouch, Gluttony",Skwovet,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss."
